saddr,src_socket,sport,daddr,dport,proto,stime,ltime,dur,flgs,state,pkts,spkts,dpkts,bytes,sbytes,dbytes,rate,srate,drate,mean,stddev,sum,min,max,attack,category,subcategory
192.168.100.3,192.168.100.364057,64057,192.203.230.10,53,udp,1526963036,1526963036,0.015506,e,CON,2,1,1,1301,85,1216,64.491165,0,0,0.015506,0,0.015506,0.015506,0.015506,0,Normal,Normal
192.168.100.3,192.168.100.358535,58535,192.203.230.10,53,udp,1526963036,1526963036,0.015648,e,CON,2,1,1,1209,70,1139,63.90593,0,0,0.015648,0,0.015648,0.015648,0.015648,0,Normal,Normal
192.168.100.3,192.168.100.352142,52142,192.42.93.30,53,udp,1526963036,1526963036,0.164641,e,CON,2,1,1,891,85,806,6.073822,0,0,0.164641,0,0.164641,0.164641,0.164641,0,Normal,Normal
192.168.100.7,192.168.100.748848,48848,192.168.159.152,53,udp,1526963037,1526963042,5.047912,e,INT,2,2,0,176,176,0,0.198102,0.198102,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.735582,35582,192.168.159.152,53,udp,1526963047,1526963052,5.047961,e,INT,2,2,0,176,176,0,0.1981,0.1981,0,0,0,0,0,0,0,Normal,Normal
192.168.100.3,192.168.100.361528,61528,216.239.34.10,53,udp,1526963050,1526963050,0.143453,e,CON,2,1,1,201,98,103,6.970924,0,0,0.143453,0,0.143453,0.143453,0.143453,0,Normal,Normal
192.168.100.3,192.168.100.364035,64035,192.36.148.17,53,udp,1526963052,1526963052,0.057861,e,CON,2,1,1,1209,70,1139,17.282799,0,0,0.057861,0,0.057861,0.057861,0.057861,0,Normal,Normal
192.168.100.3,192.168.100.323703,23703,199.7.91.13,53,udp,1526963053,1526963053,0.016019,e,CON,2,1,1,1301,85,1216,62.425869,0,0,0.016019,0,0.016019,0.016019,0.016019,0,Normal,Normal
192.168.100.3,192.168.100.354494,54494,199.7.91.13,53,udp,1526963055,1526963055,0.015206,e,CON,2,1,1,1209,70,1139,65.763512,0,0,0.015206,0,0.015206,0.015206,0.015206,0,Normal,Normal
192.168.100.3,192.168.100.363032,63032,192.228.79.201,53,udp,1526963055,1526963055,0.18912,e,CON,2,1,1,1301,85,1216,5.287648,0,0,0.18912,0,0.18912,0.18912,0.18912,0,Normal,Normal
192.168.100.3,192.168.100.359150,59150,192.54.112.30,53,udp,1526963055,1526963056,0.194755,e,CON,2,1,1,891,85,806,5.134656,0,0,0.194755,0,0.194755,0.194755,0.194755,0,Normal,Normal
192.168.100.7,192.168.100.749528,49528,192.168.159.152,53,udp,1526963057,1526963062,5.047845,e,INT,2,2,0,176,176,0,0.198104,0.198104,0,0,0,0,0,0,0,Normal,Normal
192.168.100.3,192.168.100.358867,58867,172.217.25.170,443,tcp,1526963057,1526963065,7.99636,e d,RST,171,67,104,144745,5931,138814,21.259674,8.253756,12.880861,3.221013,0.766777,6.442026,2.454236,3.98779,0,Normal,Normal
192.168.100.7,192.168.100.742561,42561,192.168.159.152,53,udp,1526963067,1526963072,5.047897,e,INT,2,2,0,176,176,0,0.198102,0.198102,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15034486,34486,8.8.8.8,53,udp,1526963072,1526963072,0.210728,e,CON,2,1,1,340,81,259,4.745454,0,0,0.210728,0,0.210728,0.210728,0.210728,0,Normal,Normal
192.168.100.148,192.168.100.14842734,42734,8.8.8.8,53,udp,1526963073,1526963073,0.144522,e,CON,2,1,1,340,81,259,6.919362,0,0,0.144522,0,0.144522,0.144522,0.144522,0,Normal,Normal
192.168.100.149,192.168.100.14958397,58397,8.8.8.8,53,udp,1526963074,1526963074,0.364628,e,CON,2,1,1,340,81,259,2.742521,0,0,0.364628,0,0.364628,0.364628,0.364628,0,Normal,Normal
192.168.100.147,192.168.100.14733917,33917,8.8.8.8,53,udp,1526963074,1526963074,0.290671,e,CON,2,1,1,340,81,259,3.440316,0,0,0.290671,0,0.290671,0.290671,0.290671,0,Normal,Normal
192.168.100.7,192.168.100.736493,36493,192.168.159.152,53,udp,1526963077,1526963082,5.047686,e,INT,2,2,0,176,176,0,0.198111,0.198111,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15053837,53837,192.168.217.2,53,udp,1526963078,1526963080,2.50097,e,INT,2,2,0,172,172,0,0.399845,0.399845,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14856825,56825,192.168.217.2,53,udp,1526963079,1526963081,2.501042,e,INT,2,2,0,172,172,0,0.399833,0.399833,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14760982,60982,192.168.217.2,53,udp,1526963080,1526963082,2.501129,e,INT,2,2,0,172,172,0,0.399819,0.399819,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14945728,45728,192.168.217.2,53,udp,1526963081,1526963083,2.500928,e,INT,2,2,0,172,172,0,0.399852,0.399852,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15053998,53998,8.8.8.8,53,udp,1526963084,1526963084,0.007309,e,CON,2,1,1,172,86,86,136.817627,0,0,0.007309,0,0.007309,0.007309,0.007309,0,Normal,Normal
192.168.100.150,192.168.100.15038301,38301,192.168.100.7,9968,tcp,1526963084,1526963084,0.000497,e,RST,2,1,1,120,60,60,2012.07239,0,0,0.000497,0,0.000497,0.000497,0.000497,1,Reconnaissance,OS_Fingerprint
192.168.100.7,192.168.100.746239,46239,192.168.159.152,53,udp,1526963084,1526963089,5.048124,e,INT,2,2,0,176,176,0,0.198093,0.198093,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.760338,60338,192.168.159.152,53,udp,1526963084,1526963091,7.065168,e,INT,8,8,0,704,704,0,0.990776,0.990776,0,3.290208,0.429669,13.160833,3.03075,4.034285,0,Normal,Normal
192.168.100.7,192.168.100.748066,48066,192.168.159.152,53,udp,1526963084,1526963089,5.045185,e,INT,2,2,0,176,176,0,0.198209,0.198209,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.741471,41471,192.168.159.152,53,udp,1526963084,1526963089,5.042302,e,INT,2,2,0,176,176,0,0.198322,0.198322,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.738585,38585,192.168.159.152,53,udp,1526963084,1526963089,5.04023,e,INT,2,2,0,176,176,0,0.198404,0.198404,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.742597,42597,192.168.159.152,53,udp,1526963084,1526963089,5.047083,e,INT,2,2,0,176,176,0,0.198134,0.198134,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14860999,60999,8.8.8.8,53,udp,1526963085,1526963085,0.007007,e,CON,2,1,1,172,86,86,142.714432,0,0,0.007007,0,0.007007,0.007007,0.007007,0,Normal,Normal
192.168.100.148,192.168.100.14857579,57579,192.168.100.7,1132,tcp,1526963085,1526963085,0.001018,e,RST,2,1,1,120,60,60,982.318298,0,0,0.001018,0,0.001018,0.001018,0.001018,1,Reconnaissance,OS_Fingerprint
192.168.100.148,192.168.100.14857579,57579,192.168.100.7,1066,tcp,1526963085,1526963085,0.000981,e,RST,2,1,1,120,60,60,1019.36798,0,0,0.000981,0,0.000981,0.000981,0.000981,1,Reconnaissance,OS_Fingerprint
192.168.100.7,192.168.100.760870,60870,192.168.159.152,53,udp,1526963085,1526963090,5.045452,e,INT,2,2,0,176,176,0,0.198198,0.198198,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.738054,38054,192.168.159.152,53,udp,1526963085,1526963090,5.041034,e,INT,2,2,0,176,176,0,0.198372,0.198372,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.753529,53529,192.168.159.152,53,udp,1526963085,1526963090,5.045042,e,INT,2,2,0,176,176,0,0.198214,0.198214,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.742276,42276,192.168.159.152,53,udp,1526963085,1526963090,5.043295,e,INT,2,2,0,176,176,0,0.198283,0.198283,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.748868,48868,192.168.159.152,53,udp,1526963085,1526963090,5.040496,e,INT,2,2,0,176,176,0,0.198393,0.198393,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14750877,50877,8.8.8.8,53,udp,1526963086,1526963086,0.007226,e,CON,2,1,1,172,86,86,138.389145,0,0,0.007226,0,0.007226,0.007226,0.007226,0,Normal,Normal
192.168.100.149,192.168.100.14940397,40397,8.8.8.8,53,udp,1526963087,1526963087,0.007916,e,CON,2,1,1,172,86,86,126.326431,0,0,0.007916,0,0.007916,0.007916,0.007916,0,Normal,Normal
192.168.100.149,192.168.100.14952022,52022,192.168.100.7,512,tcp,1526963087,1526963087,0.00039,e,RST,3,2,1,180,120,60,5128.20508,2564.10254,0,0.00039,0,0.00039,0.00039,0.00039,1,Reconnaissance,OS_Fingerprint
192.168.100.149,192.168.100.14952022,52022,192.168.100.7,3737,tcp,1526963087,1526963087,0.000835,e,RST,2,1,1,120,60,60,1197.60474,0,0,0.000835,0,0.000835,0.000835,0.000835,1,Reconnaissance,OS_Fingerprint
192.168.100.149,192.168.100.14952022,52022,192.168.100.7,32768,tcp,1526963087,1526963087,0.000786,e,RST,2,1,1,120,60,60,1272.26465,0,0,0.000786,0,0.000786,0.000786,0.000786,1,Reconnaissance,OS_Fingerprint
192.168.100.7,192.168.100.748987,48987,192.168.159.152,53,udp,1526963087,1526963092,5.041477,e,INT,2,2,0,176,176,0,0.198355,0.198355,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.754881,54881,192.168.159.152,53,udp,1526963087,1526963092,5.04714,e,INT,2,2,0,176,176,0,0.198132,0.198132,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.739398,39398,192.168.159.152,53,udp,1526963087,1526963542,455.197968,e,INT,4,4,0,352,352,0,0.006591,0.006591,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.735216,35216,192.168.159.152,53,udp,1526963087,1526963092,5.03998,e,INT,2,2,0,176,176,0,0.198413,0.198413,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.757886,57886,192.168.159.152,53,udp,1526963087,1526963092,5.047226,e,INT,2,2,0,176,176,0,0.198129,0.198129,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.754462,54462,192.168.159.152,53,udp,1526963087,1526963092,5.038571,e,INT,2,2,0,176,176,0,0.198469,0.198469,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.751416,51416,192.168.159.152,53,udp,1526963087,1526963092,5.045945,e,INT,2,2,0,176,176,0,0.198179,0.198179,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.739409,39409,192.168.159.152,53,udp,1526963087,1526963092,5.046557,e,INT,2,2,0,176,176,0,0.198155,0.198155,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.741867,41867,192.168.159.152,53,udp,1526963087,1526963092,5.044063,e,INT,2,2,0,176,176,0,0.198253,0.198253,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.760027,60027,192.168.159.152,53,udp,1526963087,1526963092,5.047732,e,INT,2,2,0,176,176,0,0.198109,0.198109,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.743022,43022,192.168.159.152,53,udp,1526963087,1526963092,5.048093,e,INT,2,2,0,176,176,0,0.198095,0.198095,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.758938,58938,192.168.159.152,53,udp,1526963090,1526963095,5.046759,e,INT,2,2,0,176,176,0,0.198147,0.198147,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.752155,52155,192.168.159.152,53,udp,1526963091,1526963096,5.044247,e,INT,2,2,0,176,176,0,0.198246,0.198246,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.740105,40105,192.168.159.152,53,udp,1526963093,1526963098,5.038869,e,INT,2,2,0,176,176,0,0.198457,0.198457,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.742874,42874,192.168.159.152,53,udp,1526963093,1526963098,5.048116,e,INT,2,2,0,176,176,0,0.198094,0.198094,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.744281,44281,192.168.159.152,53,udp,1526963095,1526963100,5.053053,e,INT,2,2,0,172,172,0,0.1979,0.1979,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.747288,47288,192.168.159.152,53,udp,1526963095,1526963100,5.04007,e,INT,2,2,0,176,176,0,0.19841,0.19841,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.738594,38594,192.168.159.152,53,udp,1526963096,1526963101,5.051265,e,INT,2,2,0,172,172,0,0.19797,0.19797,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.740710,40710,192.168.159.152,53,udp,1526963096,1526963101,5.04733,e,INT,2,2,0,176,176,0,0.198125,0.198125,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.749472,49472,192.168.159.152,53,udp,1526963097,1526963102,5.047954,e,INT,2,2,0,176,176,0,0.1981,0.1981,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.749923,49923,192.168.159.152,53,udp,1526963098,1526963103,5.046594,e,INT,2,2,0,172,172,0,0.198153,0.198153,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.741348,41348,192.168.159.152,53,udp,1526963098,1526963103,5.042097,e,INT,2,2,0,176,176,0,0.19833,0.19833,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.756079,56079,192.168.159.152,53,udp,1526963098,1526963103,5.052103,e,INT,2,2,0,172,172,0,0.197937,0.197937,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.750076,50076,192.168.159.152,53,udp,1526963098,1526963103,5.039527,e,INT,2,2,0,176,176,0,0.198431,0.198431,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15056198,56198,192.168.100.7,8180,tcp,1526963100,1526963110,10.098151,e,RST,12,6,6,5162,414,4748,1.089308,0.49514,0.49514,0.01054,0.014483,0.031619,0.000002,0.031019,1,Reconnaissance,OS_Fingerprint
192.168.100.7,192.168.100.739167,39167,192.168.159.152,53,udp,1526963100,1526963105,5.045538,e,INT,2,2,0,172,172,0,0.198195,0.198195,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.741802,41802,192.168.159.152,53,udp,1526963100,1526963105,5.040786,e,INT,2,2,0,176,176,0,0.198382,0.198382,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.759369,59369,192.168.159.152,53,udp,1526963101,1526963106,5.044491,e,INT,2,2,0,172,172,0,0.198236,0.198236,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.737246,37246,192.168.159.152,53,udp,1526963101,1526963106,5.040129,e,INT,2,2,0,176,176,0,0.198408,0.198408,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.758561,58561,192.168.159.152,53,udp,1526963103,1526963108,5.040616,e,INT,2,2,0,172,172,0,0.198388,0.198388,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.749291,49291,192.168.159.152,53,udp,1526963103,1526964819,1715.72412,e,INT,4,4,0,352,352,0,0.001749,0.001749,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.753451,53451,192.168.159.152,53,udp,1526963103,1526963108,5.04463,e,INT,2,2,0,172,172,0,0.198231,0.198231,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.744988,44988,192.168.159.152,53,udp,1526963103,1526963108,5.040402,e,INT,2,2,0,176,176,0,0.198397,0.198397,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.750298,50298,192.168.159.152,53,udp,1526963105,1526963110,5.048212,e,INT,2,2,0,172,172,0,0.19809,0.19809,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.742711,42711,192.168.159.152,53,udp,1526963105,1526963110,5.048556,e,INT,2,2,0,176,176,0,0.198076,0.198076,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.740298,40298,192.168.159.152,53,udp,1526963106,1526963111,5.046351,e,INT,2,2,0,176,176,0,0.198163,0.198163,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.733749,33749,192.168.159.152,53,udp,1526963108,1526963113,5.047849,e,INT,2,2,0,176,176,0,0.198104,0.198104,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.738412,38412,192.168.159.152,53,udp,1526963108,1526963113,5.042997,e,INT,2,2,0,176,176,0,0.198295,0.198295,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.751670,51670,192.168.159.152,53,udp,1526963108,1526963113,5.047362,e,INT,2,2,0,176,176,0,0.198123,0.198123,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.758859,58859,192.168.159.152,53,udp,1526963110,1526963115,5.047112,e,INT,2,2,0,176,176,0,0.198133,0.198133,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.754850,54850,192.168.159.152,53,udp,1526963111,1526963116,5.053813,e,INT,2,2,0,176,176,0,0.19787,0.19787,0,0,0,0,0,0,0,Normal,Normal
fe80::250:56ff:febe:bf1a,fe80::250:56ff:febe:bf1a133,133,ff02::2,0,ipv6-icmp,1526963113,1526963113,0,e,NRS,1,1,0,70,70,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.752017,52017,192.168.159.152,53,udp,1526963113,1526963118,5.049145,e,INT,2,2,0,176,176,0,0.198053,0.198053,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.756447,56447,192.168.159.152,53,udp,1526963113,1526963118,5.058634,e,INT,2,2,0,176,176,0,0.197682,0.197682,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.753341,53341,192.168.159.152,53,udp,1526963115,1526963120,5.054428,e,INT,2,2,0,176,176,0,0.197846,0.197846,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.753912,53912,192.168.159.152,53,udp,1526963116,1526963121,5.041195,e,INT,2,2,0,176,176,0,0.198366,0.198366,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.733619,33619,192.168.159.152,53,udp,1526963118,1526963123,5.04804,e,INT,2,2,0,176,176,0,0.198097,0.198097,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.736654,36654,192.168.159.152,53,udp,1526963118,1526963123,5.04625,e,INT,2,2,0,176,176,0,0.198167,0.198167,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.736551,36551,192.168.159.152,53,udp,1526963118,1526963123,5.045811,e,INT,2,2,0,176,176,0,0.198184,0.198184,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.748039,48039,192.168.159.152,53,udp,1526963128,1526963133,5.0479,e,INT,2,2,0,176,176,0,0.198102,0.198102,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.754056,54056,192.168.159.152,53,udp,1526963138,1526963143,5.047965,e,INT,2,2,0,176,176,0,0.1981,0.1981,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.737426,37426,192.168.159.152,53,udp,1526963148,1526963153,5.047939,e,INT,2,2,0,176,176,0,0.198101,0.198101,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.753538,53538,192.168.159.152,53,udp,1526963158,1526963163,5.040703,e,INT,2,2,0,172,172,0,0.198385,0.198385,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.749778,49778,192.168.159.152,53,udp,1526963158,1526963163,5.048205,e,INT,2,2,0,176,176,0,0.19809,0.19809,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.743606,43606,192.168.159.152,53,udp,1526963168,1526963173,5.048059,e,INT,2,2,0,176,176,0,0.198096,0.198096,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.734727,34727,192.168.159.152,53,udp,1526963178,1526963183,5.048004,e,INT,2,2,0,176,176,0,0.198098,0.198098,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.752605,52605,192.168.159.152,53,udp,1526963179,1526963184,5.0466,e,INT,2,2,0,172,172,0,0.198153,0.198153,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.746726,46726,192.168.159.152,53,udp,1526963188,1526963193,5.047049,e,INT,2,2,0,172,172,0,0.198136,0.198136,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.734921,34921,192.168.159.152,53,udp,1526963188,1526963193,5.047915,e,INT,2,2,0,176,176,0,0.198102,0.198102,0,0,0,0,0,0,0,Normal,Normal
192.168.100.4,192.168.100.45353,5353,224.0.0.251,5353,udp,1526963192,1526963192,0,e,INT,1,1,0,183,183,0,0,0,0,0,0,0,0,0,0,Normal,Normal
fe80::c0c0:aa20:45b9:bdd9,fe80::c0c0:aa20:45b9:bdd95353,5353,ff02::fb,5353,udp,1526963192,1526963192,0,e,INT,1,1,0,203,203,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.745064,45064,192.168.159.152,53,udp,1526963198,1526963203,5.047837,e,INT,2,2,0,176,176,0,0.198105,0.198105,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.750957,50957,192.168.159.152,53,udp,1526963209,1526963214,5.048067,e,INT,2,2,0,176,176,0,0.198096,0.198096,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.750688,50688,192.168.159.152,53,udp,1526963219,1526963224,5.048005,e,INT,2,2,0,176,176,0,0.198098,0.198098,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.760363,60363,192.168.159.152,53,udp,1526963229,1526963234,5.047815,e,INT,2,2,0,176,176,0,0.198106,0.198106,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.752039,52039,192.168.159.152,53,udp,1526963239,1526963244,5.047918,e,INT,2,2,0,176,176,0,0.198101,0.198101,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.740582,40582,192.168.159.152,53,udp,1526963249,1526963254,5.047999,e,INT,2,2,0,176,176,0,0.198098,0.198098,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.733612,33612,192.168.159.152,53,udp,1526963259,1526963264,5.047879,e,INT,2,2,0,176,176,0,0.198103,0.198103,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.737407,37407,192.168.159.152,53,udp,1526963269,1526963274,5.047775,e,INT,2,2,0,176,176,0,0.198107,0.198107,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.740066,40066,192.168.159.152,53,udp,1526963279,1526963284,5.047798,e,INT,2,2,0,176,176,0,0.198106,0.198106,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14842585,42585,8.8.8.8,53,udp,1526963282,1526963282,0.144711,e,CON,2,1,1,227,76,151,6.910325,0,0,0.144711,0,0.144711,0.144711,0.144711,0,Normal,Normal
192.168.100.147,192.168.100.14742927,42927,8.8.8.8,53,udp,1526963282,1526963282,0.145521,e,CON,2,1,1,227,76,151,6.871861,0,0,0.145521,0,0.145521,0.145521,0.145521,0,Normal,Normal
192.168.100.148,192.168.100.14856405,56405,8.8.8.8,53,udp,1526963282,1526963282,0.143659,e,CON,2,1,1,203,64,139,6.960928,0,0,0.143659,0,0.143659,0.143659,0.143659,0,Normal,Normal
192.168.100.150,192.168.100.15060559,60559,8.8.8.8,53,udp,1526963282,1526963282,0.008258,e,CON,2,1,1,227,76,151,121.094696,0,0,0.008258,0,0.008258,0.008258,0.008258,0,Normal,Normal
192.168.100.150,192.168.100.15046704,46704,8.8.8.8,53,udp,1526963282,1526963282,0.007658,e,CON,2,1,1,203,64,139,130.582397,0,0,0.007658,0,0.007658,0.007658,0.007658,0,Normal,Normal
192.168.100.147,192.168.100.14758424,58424,8.8.8.8,53,udp,1526963282,1526963282,0.007414,e,CON,2,1,1,203,64,139,134.879959,0,0,0.007414,0,0.007414,0.007414,0.007414,0,Normal,Normal
192.168.100.149,192.168.100.14953905,53905,8.8.8.8,53,udp,1526963282,1526963282,0.143842,e,CON,2,1,1,227,76,151,6.952073,0,0,0.143842,0,0.143842,0.143842,0.143842,0,Normal,Normal
192.168.100.149,192.168.100.14933550,33550,8.8.8.8,53,udp,1526963282,1526963282,0.007584,e,CON,2,1,1,203,64,139,131.856537,0,0,0.007584,0,0.007584,0.007584,0.007584,0,Normal,Normal
192.168.100.150,192.168.100.15053481,53481,8.8.8.8,53,udp,1526963282,1526963282,0.007967,e,CON,2,1,1,227,76,151,125.517761,0,0,0.007967,0,0.007967,0.007967,0.007967,0,Normal,Normal
192.168.100.147,192.168.100.14734625,34625,8.8.8.8,53,udp,1526963282,1526963282,0.144027,e,CON,2,1,1,227,76,151,6.943143,0,0,0.144027,0,0.144027,0.144027,0.144027,0,Normal,Normal
192.168.100.148,192.168.100.14847296,47296,8.8.8.8,53,udp,1526963282,1526963282,0.007714,e,CON,2,1,1,227,76,151,129.63443,0,0,0.007714,0,0.007714,0.007714,0.007714,0,Normal,Normal
192.168.100.150,192.168.100.15060697,60697,8.8.8.8,53,udp,1526963282,1526963282,0.144161,e,CON,2,1,1,203,64,139,6.936689,0,0,0.144161,0,0.144161,0.144161,0.144161,0,Normal,Normal
192.168.100.148,192.168.100.14838006,38006,8.8.8.8,53,udp,1526963282,1526963282,0.143184,e,CON,2,1,1,203,64,139,6.98402,0,0,0.143184,0,0.143184,0.143184,0.143184,0,Normal,Normal
192.168.100.149,192.168.100.14960373,60373,8.8.8.8,53,udp,1526963282,1526963282,0.144016,e,CON,2,1,1,227,76,151,6.943673,0,0,0.144016,0,0.144016,0.144016,0.144016,0,Normal,Normal
192.168.100.147,192.168.100.14749640,49640,8.8.8.8,53,udp,1526963282,1526963282,0.144804,e,CON,2,1,1,203,64,139,6.905887,0,0,0.144804,0,0.144804,0.144804,0.144804,0,Normal,Normal
192.168.100.149,192.168.100.14936502,36502,8.8.8.8,53,udp,1526963282,1526963282,0.007635,e,CON,2,1,1,203,64,139,130.975769,0,0,0.007635,0,0.007635,0.007635,0.007635,0,Normal,Normal
192.168.100.7,192.168.100.734293,34293,192.168.159.152,53,udp,1526963289,1526963294,5.047776,e,INT,2,2,0,176,176,0,0.198107,0.198107,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.756091,56091,192.168.159.152,53,udp,1526963299,1526963304,5.04794,e,INT,2,2,0,176,176,0,0.198101,0.198101,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.737978,37978,192.168.159.152,53,udp,1526963309,1526963315,5.048142,e,INT,2,2,0,176,176,0,0.198093,0.198093,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.735815,35815,192.168.159.152,53,udp,1526963320,1526963325,5.047825,e,INT,2,2,0,176,176,0,0.198105,0.198105,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.741551,41551,192.168.159.152,53,udp,1526963330,1526963335,5.04777,e,INT,2,2,0,176,176,0,0.198107,0.198107,0,0,0,0,0,0,0,Normal,Normal
192.168.100.7,192.168.100.738933,38933,192.168.159.152,53,udp,1526963340,1526963345,5.04812,e,INT,2,2,0,176,176,0,0.198094,0.198094,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14736529,36529,8.8.8.8,53,udp,1526963342,1526963343,0.143728,e,CON,2,1,1,227,76,151,6.957586,0,0,0.143728,0,0.143728,0.143728,0.143728,0,Normal,Normal
